ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike
28468,Married,Female,10000,2,Partial College,Manual,1,0,1-2 Miles,Europe,51,0
23419,Single,Female,70000,5,Bachelors,Professional,1,3,10+ Miles,Pacific,39,0
17964,Married,Male,40000,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,37,1
20919,Single,Female,30000,2,Partial College,Clerical,1,2,0-1 Miles,Europe,42,0
20927,Single,Female,20000,5,High School,Manual,1,2,0-1 Miles,Europe,27,0
13133,Single,Male,100000,5,Bachelors,Professional,1,1,5-10 Miles,Pacific,47,1
19626,Married,Male,70000,5,Partial College,Skilled Manual,1,3,5-10 Miles,Pacific,45,0
21039,Single,Female,50000,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,Europe,37,1
12231,Single,Female,10000,2,Partial College,Manual,1,0,0-1 Miles,Europe,51,1
25665,Single,Female,20000,0,High School,Manual,0,1,1-2 Miles,Europe,28,0
24061,Married,Male,10000,4,Partial High School,Manual,1,1,0-1 Miles,Europe,40,1
26879,Single,Female,20000,0,High School,Manual,0,1,2-5 Miles,Europe,30,0
12284,Married,Female,30000,0,Bachelors,Clerical,0,0,0-1 Miles,Europe,36,1
26654,Married,Female,90000,1,Graduate Degree,Management,1,0,0-1 Miles,Pacific,37,1
14545,Married,Female,10000,2,Partial College,Manual,1,0,1-2 Miles,Europe,49,0
24201,Married,Female,10000,2,High School,Manual,1,0,0-1 Miles,Europe,37,1
20625,Married,Male,100000,0,High School,Management,1,3,10+ Miles,Pacific,35,1
16390,Single,Male,30000,1,Bachelors,Clerical,0,0,0-1 Miles,Europe,38,1
14804,Single,Female,10000,3,Partial High School,Manual,1,2,0-1 Miles,Europe,43,0
12629,Single,Male,20000,1,Partial College,Manual,0,0,0-1 Miles,Europe,37,0
14696,Single,Male,10000,0,Partial High School,Manual,0,2,0-1 Miles,Europe,34,0
22005,Married,Female,70000,5,Partial College,Skilled Manual,0,3,5-10 Miles,Pacific,46,0
14544,Single,Male,10000,1,Partial College,Manual,1,0,0-1 Miles,Europe,49,0
14312,Married,Female,60000,1,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,45,0
29120,Single,Female,100000,1,Bachelors,Management,1,4,2-5 Miles,Pacific,48,0
24187,Single,Female,30000,3,Graduate Degree,Clerical,0,0,0-1 Miles,Europe,46,1
15758,Married,Male,130000,0,Graduate Degree,Management,1,0,5-10 Miles,Pacific,48,0
29094,Married,Male,30000,3,High School,Skilled Manual,1,2,5-10 Miles,Pacific,54,1
28319,Single,Female,60000,1,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,46,1
16406,Married,Male,40000,0,Bachelors,Clerical,0,0,0-1 Miles,Europe,38,1
20923,Married,Female,40000,1,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,42,1
11378,Single,Female,10000,1,High School,Manual,0,1,2-5 Miles,Europe,46,1
20851,Single,Male,20000,0,Partial College,Manual,0,1,2-5 Miles,Europe,36,1
21557,Single,Female,110000,0,Partial College,Management,1,3,10+ Miles,Pacific,32,1
26663,Single,Female,60000,2,Bachelors,Professional,0,1,0-1 Miles,Pacific,39,1
11896,Married,Male,100000,1,Graduate Degree,Management,1,0,2-5 Miles,Pacific,36,1
14189,Married,Female,90000,4,High School,Professional,0,2,2-5 Miles,Europe,54,1
13136,Married,Female,30000,2,Partial College,Clerical,0,2,5-10 Miles,Pacific,69,0
25906,Single,Female,10000,5,High School,Skilled Manual,0,2,1-2 Miles,Pacific,62,0
17926,Married,Female,20000,0,Bachelors,Clerical,0,0,0-1 Miles,Pacific,28,1
26928,Single,Male,30000,1,Bachelors,Clerical,1,0,0-1 Miles,Europe,62,1
20897,Married,Female,30000,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,40,0
28207,Married,Male,80000,4,Graduate Degree,Management,1,1,0-1 Miles,Pacific,36,1
25923,Single,Male,10000,2,Partial High School,Clerical,1,2,5-10 Miles,Pacific,58,0
11000,Married,Male,90000,2,Bachelors,Professional,1,0,1-2 Miles,Pacific,40,1
20974,Married,Male,10000,2,Bachelors,Clerical,1,1,0-1 Miles,Europe,66,0
28758,Married,Male,40000,2,Partial College,Clerical,1,1,1-2 Miles,Europe,35,1
11381,Married,Female,20000,2,Partial College,Manual,1,1,2-5 Miles,Europe,47,1
17522,Married,Male,120000,4,Bachelors,Management,1,1,2-5 Miles,Pacific,47,0
21207,Married,Male,60000,1,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,46,0
28102,Married,Male,20000,4,High School,Skilled Manual,1,2,5-10 Miles,Pacific,58,1
23105,Single,Male,40000,3,Partial High School,Clerical,0,2,5-10 Miles,Pacific,52,1
18740,Married,Male,80000,5,Bachelors,Professional,0,1,0-1 Miles,Pacific,47,1
21213,Single,Male,70000,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,41,0
17352,Married,Male,50000,2,Graduate Degree,Management,1,1,5-10 Miles,Pacific,64,1
14154,Married,Male,30000,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,35,1
19066,Married,Male,130000,4,Partial College,Professional,0,3,10+ Miles,Europe,54,0
11386,Married,Female,30000,3,Bachelors,Clerical,1,0,0-1 Miles,Europe,45,0
20228,Married,Male,100000,0,Graduate Degree,Management,1,0,2-5 Miles,Pacific,40,1
16675,Single,Female,160000,0,Graduate Degree,Management,0,3,0-1 Miles,Pacific,47,1
16410,Single,Female,10000,4,Partial High School,Manual,1,2,0-1 Miles,Europe,41,1
27760,Single,Female,40000,0,Graduate Degree,Clerical,0,0,0-1 Miles,Europe,37,1
22930,Married,Male,90000,4,Bachelors,Professional,1,0,1-2 Miles,Pacific,38,1
23780,Single,Male,40000,2,Partial College,Clerical,0,2,0-1 Miles,Europe,36,1
20994,Married,Female,20000,0,Bachelors,Clerical,0,0,0-1 Miles,Pacific,26,1
28379,Married,Male,30000,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,40,0
14865,Single,Male,40000,2,Partial College,Clerical,1,2,1-2 Miles,Europe,36,0
12663,Married,Female,90000,5,Partial High School,Skilled Manual,1,2,10+ Miles,Europe,59,0
24898,Single,Female,80000,0,Bachelors,Professional,1,3,10+ Miles,Pacific,32,0
19508,Married,Male,10000,0,Partial High School,Manual,0,2,0-1 Miles,Europe,30,0
11489,Single,Female,20000,0,Partial High School,Manual,0,2,1-2 Miles,Europe,35,1
18160,Married,Male,130000,3,High School,Professional,1,4,5-10 Miles,Europe,51,1
25241,Married,Male,90000,2,Bachelors,Professional,1,1,5-10 Miles,Pacific,47,0
24369,Married,Female,80000,5,Graduate Degree,Management,0,2,0-1 Miles,Pacific,39,0
27165,Single,Male,20000,0,Partial High School,Manual,0,2,0-1 Miles,Europe,34,0
29424,Married,Male,10000,0,Partial High School,Manual,1,2,0-1 Miles,Europe,32,0
15926,Single,Female,120000,3,High School,Professional,1,4,5-10 Miles,Europe,50,1
14554,Married,Male,20000,1,Bachelors,Clerical,1,0,0-1 Miles,Europe,66,0
16468,Single,Male,30000,0,Partial College,Clerical,1,1,2-5 Miles,Europe,30,0
19174,Single,Female,30000,0,High School,Manual,0,1,2-5 Miles,Europe,32,1
19183,Single,Male,10000,0,Partial High School,Manual,1,2,1-2 Miles,Europe,35,0
13683,Single,Female,30000,0,High School,Manual,0,1,2-5 Miles,Europe,32,0
17848,Single,Male,30000,0,Partial College,Clerical,0,1,2-5 Miles,Europe,31,1
17894,Married,Female,20000,1,Bachelors,Clerical,1,0,0-1 Miles,Europe,50,1
25651,Married,Male,40000,1,Bachelors,Skilled Manual,0,0,0-1 Miles,Europe,43,1
22936,Single,Female,60000,1,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,45,1
23915,Married,Male,20000,2,High School,Manual,1,2,0-1 Miles,Europe,42,0
24121,Single,Female,30000,0,Partial College,Clerical,0,1,0-1 Miles,Europe,29,1
27878,Single,Male,20000,0,Partial College,Manual,0,0,0-1 Miles,Pacific,28,1
13572,Single,Male,10000,3,High School,Manual,1,0,0-1 Miles,Europe,37,1
27941,Married,Female,80000,4,Partial College,Professional,1,2,2-5 Miles,Europe,53,0
26354,Single,Male,40000,0,Graduate Degree,Clerical,0,0,0-1 Miles,Europe,38,1
14785,Single,Male,30000,1,Bachelors,Clerical,0,1,1-2 Miles,Europe,39,0
17238,Single,Male,80000,0,Bachelors,Professional,1,3,10+ Miles,Pacific,32,0
23608,Married,Female,150000,3,High School,Professional,1,3,0-1 Miles,Europe,51,1
22538,Single,Female,10000,0,Partial High School,Manual,1,2,1-2 Miles,Europe,33,0
12332,Married,Male,90000,4,High School,Management,1,3,5-10 Miles,Europe,58,1
17230,Married,Male,80000,0,Bachelors,Professional,1,3,10+ Miles,Pacific,30,0
13082,Single,Male,130000,0,Graduate Degree,Management,1,0,2-5 Miles,Pacific,48,1
22518,Single,Female,30000,3,Partial College,Clerical,0,2,0-1 Miles,Europe,27,1
13687,Married,Male,40000,1,Bachelors,Skilled Manual,1,1,0-1 Miles,Europe,33,1
23571,Married,Female,40000,2,Bachelors,Management,1,2,0-1 Miles,Pacific,66,1
19305,Single,Female,10000,2,High School,Manual,1,1,0-1 Miles,Europe,38,1
22636,Single,Female,40000,0,Bachelors,Clerical,0,0,0-1 Miles,Europe,38,1
17310,Married,Male,60000,1,Partial College,Skilled Manual,1,1,0-1 Miles,Pacific,45,1
12133,Married,Female,130000,3,Partial College,Professional,1,3,5-10 Miles,Europe,50,1
25918,Single,Female,30000,2,Partial College,Clerical,0,2,5-10 Miles,Pacific,60,1
25752,Single,Female,20000,2,Partial College,Manual,0,1,0-1 Miles,Europe,53,1
17324,Married,Female,100000,4,Bachelors,Professional,1,1,10+ Miles,Pacific,46,0
22918,Single,Male,80000,5,Graduate Degree,Management,1,3,0-1 Miles,Pacific,40,0
12510,Married,Male,40000,1,Bachelors,Skilled Manual,1,1,0-1 Miles,Europe,43,1
25512,Single,Male,20000,0,High School,Manual,0,1,2-5 Miles,Europe,30,0
16179,Single,Female,80000,5,Bachelors,Professional,1,4,1-2 Miles,Pacific,38,0
15628,Married,Female,40000,1,Bachelors,Skilled Manual,1,1,0-1 Miles,Europe,89,0
20977,Married,Male,20000,1,Bachelors,Clerical,1,0,0-1 Miles,Europe,64,1
18140,Married,Male,130000,3,Partial College,Professional,0,3,5-10 Miles,Europe,51,1
20417,Married,Male,30000,3,Partial College,Clerical,0,2,5-10 Miles,Pacific,56,0
18267,Married,Male,60000,3,Bachelors,Professional,1,2,5-10 Miles,Pacific,43,0
13620,Single,Male,70000,0,Bachelors,Professional,0,3,10+ Miles,Pacific,30,1
22974,Married,Female,30000,2,Partial College,Clerical,1,2,5-10 Miles,Pacific,69,0
13586,Married,Male,80000,4,Partial College,Professional,1,2,10+ Miles,Europe,53,0
17978,Married,Male,40000,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,37,1
12581,Single,Female,10000,0,Partial College,Manual,0,1,0-1 Miles,Pacific,28,1
18018,Single,Male,30000,3,Partial College,Clerical,1,0,0-1 Miles,Europe,43,0
28957,Single,Female,120000,0,Partial High School,Professional,1,4,10+ Miles,Pacific,34,1
13690,Single,Female,20000,0,Partial High School,Manual,0,2,1-2 Miles,Europe,34,1
12568,Married,Female,30000,1,Bachelors,Clerical,1,0,0-1 Miles,Europe,64,0
13122,Married,Female,80000,0,Bachelors,Professional,1,1,1-2 Miles,Pacific,41,1
21184,Single,Male,70000,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,38,0
26150,Single,Female,70000,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,41,1
24151,Single,Male,20000,1,Bachelors,Clerical,0,0,0-1 Miles,Europe,51,0
23962,Married,Female,10000,0,Partial High School,Manual,1,2,1-2 Miles,Europe,32,0
17793,Married,Female,40000,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,38,1
14926,Married,Male,30000,1,Bachelors,Clerical,1,0,0-1 Miles,Europe,38,1
16163,Single,Male,60000,2,Bachelors,Professional,1,1,2-5 Miles,Pacific,38,1
21365,Married,Female,10000,2,Partial High School,Clerical,1,2,5-10 Miles,Pacific,58,0
27771,Single,Male,30000,1,Bachelors,Clerical,1,1,1-2 Miles,Europe,39,1
26167,Single,Female,40000,2,Bachelors,Management,0,1,5-10 Miles,Pacific,53,1
25792,Single,Female,110000,3,Bachelors,Management,1,4,10+ Miles,Europe,53,0
11555,Married,Female,40000,1,Bachelors,Clerical,1,0,0-1 Miles,Europe,80,0
22381,Married,Male,10000,1,Graduate Degree,Manual,1,0,0-1 Miles,Europe,44,0
17882,Married,Male,20000,1,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,44,0
22174,Married,Male,30000,3,High School,Skilled Manual,1,2,5-10 Miles,Pacific,54,1
22439,Married,Female,30000,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,37,1
18012,Married,Female,40000,1,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,41,0
27582,Single,Female,90000,2,Bachelors,Professional,0,0,0-1 Miles,Pacific,36,1
12744,Single,Female,40000,2,Partial College,Clerical,1,0,0-1 Miles,Europe,33,0
22821,Married,Female,130000,3,Partial College,Professional,1,4,0-1 Miles,Europe,52,0
20171,Married,Female,20000,2,Partial College,Manual,1,1,0-1 Miles,Europe,46,1
11116,Married,Male,70000,5,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,43,0
20053,Single,Male,40000,2,Partial College,Clerical,1,0,0-1 Miles,Europe,34,0
25266,Single,Female,30000,2,Partial College,Clerical,0,2,5-10 Miles,Pacific,67,0
17960,Married,Female,40000,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,35,1
13961,Married,Female,80000,5,Graduate Degree,Management,1,3,0-1 Miles,Pacific,40,0
11897,Single,Male,60000,2,Bachelors,Professional,0,1,0-1 Miles,Pacific,37,1
11139,Single,Female,30000,2,Partial College,Clerical,0,2,5-10 Miles,Pacific,67,0
11576,Married,Male,30000,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,41,1
19255,Single,Male,10000,2,Partial College,Manual,1,1,0-1 Miles,Europe,51,1
18153,Married,Female,100000,2,Bachelors,Management,1,4,10+ Miles,Europe,59,0
14547,Married,Male,10000,2,Partial College,Manual,1,0,1-2 Miles,Europe,51,0
24901,Single,Male,110000,0,Partial College,Management,0,3,10+ Miles,Pacific,32,1
27169,Single,Male,30000,0,High School,Manual,1,1,2-5 Miles,Europe,34,1
14805,Single,Female,10000,3,Partial High School,Manual,1,2,0-1 Miles,Europe,43,0
15822,Married,Male,40000,2,Bachelors,Management,1,2,0-1 Miles,Pacific,67,0
19389,Single,Male,30000,0,Partial College,Clerical,0,1,2-5 Miles,Europe,28,0
17048,Single,Female,90000,1,Graduate Degree,Management,1,0,0-1 Miles,Pacific,36,1
22204,Married,Male,110000,4,Bachelors,Management,1,3,2-5 Miles,Pacific,48,0
12718,Single,Female,30000,0,Partial College,Clerical,1,1,2-5 Miles,Europe,31,0
15019,Single,Female,30000,3,High School,Skilled Manual,1,2,5-10 Miles,Pacific,55,0
28488,Single,Male,20000,0,Partial College,Manual,1,0,0-1 Miles,Pacific,28,1
21891,Married,Female,110000,0,High School,Management,1,3,10+ Miles,Pacific,34,1
27814,Single,Female,30000,3,Partial College,Clerical,0,1,0-1 Miles,Europe,26,0
22175,Married,Female,30000,3,High School,Skilled Manual,1,2,5-10 Miles,Pacific,53,1
29447,Single,Female,10000,2,Bachelors,Clerical,0,1,2-5 Miles,Europe,68,0
19784,Married,Female,80000,2,High School,Skilled Manual,1,2,5-10 Miles,Pacific,50,1
27824,Single,Female,30000,3,Partial College,Clerical,1,2,0-1 Miles,Europe,28,1
24093,Single,Female,80000,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,Europe,40,1
19618,Married,Male,70000,5,Partial College,Skilled Manual,1,2,0-1 Miles,Pacific,44,0
21561,Single,Male,90000,0,Bachelors,Professional,0,3,10+ Miles,Pacific,34,1
11061,Married,Male,80000,2,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,52,1
26651,Single,Male,80000,4,Graduate Degree,Management,1,0,0-1 Miles,Pacific,36,1
21108,Married,Female,40000,1,Bachelors,Skilled Manual,1,1,0-1 Miles,Europe,43,1
12731,Single,Male,30000,0,High School,Manual,0,1,1-2 Miles,Europe,32,0
25307,Married,Female,40000,1,Bachelors,Skilled Manual,1,1,1-2 Miles,Europe,32,1
14278,Married,Female,130000,0,Graduate Degree,Management,1,1,10+ Miles,Pacific,48,0
20711,Married,Female,40000,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,32,1
11383,Married,Female,30000,3,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,46,0
12497,Married,Female,40000,1,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,42,0
16559,Single,Female,10000,2,High School,Manual,1,0,0-1 Miles,Europe,36,1
11585,Married,Female,40000,1,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,41,0
20277,Married,Female,30000,2,Partial College,Clerical,0,2,0-1 Miles,Pacific,69,0
26765,Single,Female,70000,5,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,45,0
12389,Single,Male,30000,0,High School,Manual,0,1,2-5 Miles,Europe,34,0
13585,Married,Female,80000,4,Partial College,Professional,0,1,2-5 Miles,Europe,53,1
26385,Single,Male,120000,3,High School,Professional,0,4,5-10 Miles,Europe,50,0
12236,Married,Female,20000,1,Partial College,Manual,1,0,0-1 Miles,Europe,65,0
21560,Married,Male,120000,0,Partial High School,Professional,1,4,10+ Miles,Pacific,32,1
21554,Single,Female,80000,0,Bachelors,Professional,0,3,10+ Miles,Pacific,33,0
13662,Single,Male,20000,0,Partial High School,Manual,1,2,1-2 Miles,Europe,31,1
13089,Married,Female,120000,1,Bachelors,Management,1,2,0-1 Miles,Pacific,46,1
14791,Married,Female,40000,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,39,1
19331,Single,Male,20000,2,High School,Manual,1,1,0-1 Miles,Europe,40,0
17754,Single,Female,30000,3,Bachelors,Clerical,1,0,0-1 Miles,Europe,46,1
11149,Married,Male,40000,2,Bachelors,Management,1,2,0-1 Miles,Pacific,65,0
16549,Single,Female,30000,3,Bachelors,Clerical,1,0,0-1 Miles,Europe,47,1
24305,Single,Male,100000,1,Bachelors,Management,0,3,0-1 Miles,Pacific,46,1
18253,Married,Female,80000,5,Graduate Degree,Management,1,3,0-1 Miles,Pacific,40,0
20147,Married,Female,30000,1,Bachelors,Clerical,1,0,0-1 Miles,Europe,65,0
15612,Single,Male,30000,0,High School,Manual,0,1,1-2 Miles,Europe,28,0
28323,Single,Male,70000,0,Bachelors,Professional,0,2,5-10 Miles,Pacific,43,1
22634,Single,Female,40000,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,38,1
15665,Married,Female,30000,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,47,1
27585,Married,Female,90000,2,Bachelors,Professional,0,0,0-1 Miles,Pacific,36,1
19748,Married,Male,20000,4,High School,Skilled Manual,0,2,1-2 Miles,Pacific,60,0
21974,Single,Female,70000,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,42,1
14032,Married,Male,70000,2,High School,Skilled Manual,0,2,1-2 Miles,Pacific,50,1
22610,Married,Male,30000,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,35,1
26984,Married,Male,40000,1,Bachelors,Skilled Manual,1,1,0-1 Miles,Europe,32,1
18294,Married,Female,90000,1,Bachelors,Professional,1,1,5-10 Miles,Pacific,46,0
28564,Single,Female,40000,2,Partial College,Clerical,1,0,1-2 Miles,Europe,33,1
28521,Single,Male,40000,0,Graduate Degree,Clerical,0,0,0-1 Miles,Europe,36,1
15450,Married,Male,10000,1,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,70,0
25681,Single,Female,30000,0,Partial College,Clerical,0,1,2-5 Miles,Europe,31,1
19491,Single,Male,30000,2,Partial College,Clerical,1,2,0-1 Miles,Europe,42,0
26415,Married,Female,90000,4,Partial High School,Skilled Manual,1,4,10+ Miles,Europe,58,0
12821,Married,Male,40000,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,39,0
15629,Single,Female,10000,0,Partial High School,Manual,1,2,1-2 Miles,Europe,34,0
27835,Married,Male,20000,0,Partial High School,Manual,1,2,0-1 Miles,Europe,32,0
11738,Married,Male,60000,4,Bachelors,Professional,1,0,2-5 Miles,0rth America,46,0
25065,Married,Male,70000,2,Partial High School,Skilled Manual,1,2,5-10 Miles,0rth America,48,0
26238,Single,Female,40000,3,Partial College,Clerical,1,1,1-2 Miles,0rth America,31,1
23707,Single,Male,70000,5,Bachelors,Management,1,3,10+ Miles,0rth America,60,1
27650,Married,Male,70000,4,High School,Professional,1,0,5-10 Miles,0rth America,51,0
24981,Married,Male,60000,2,Partial College,Professional,1,2,10+ Miles,0rth America,56,0
20678,Single,Female,60000,3,Bachelors,Skilled Manual,1,1,2-5 Miles,0rth America,40,1
15302,Single,Female,70000,1,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,34,1
26012,Married,Male,80000,1,Partial College,Skilled Manual,1,1,2-5 Miles,0rth America,48,1
26575,Single,Female,40000,0,High School,Skilled Manual,0,2,1-2 Miles,0rth America,31,1
15559,Married,Male,60000,5,Bachelors,Professional,1,1,2-5 Miles,0rth America,47,0
19235,Married,Female,50000,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,0rth America,34,0
15275,Married,Male,40000,0,Partial College,Skilled Manual,1,1,5-10 Miles,0rth America,29,0
20339,Married,Female,130000,1,Bachelors,Management,1,4,2-5 Miles,0rth America,44,1
25405,Married,Male,70000,2,Bachelors,Skilled Manual,1,1,2-5 Miles,0rth America,38,1
15940,Married,Male,100000,4,Partial College,Professional,1,4,0-1 Miles,0rth America,40,0
25074,Married,Female,70000,4,Bachelors,Professional,1,2,2-5 Miles,0rth America,42,1
24738,Married,Female,40000,1,Partial College,Clerical,1,1,1-2 Miles,0rth America,51,1
16337,Married,Male,60000,0,Partial College,Skilled Manual,0,2,1-2 Miles,0rth America,29,0
24357,Married,Male,60000,3,Bachelors,Professional,1,1,2-5 Miles,0rth America,48,1
18613,Single,Male,70000,0,Bachelors,Professional,0,1,2-5 Miles,0rth America,37,1
12207,Single,Male,80000,4,Bachelors,Management,1,2,5-10 Miles,0rth America,66,1
18052,Married,Female,60000,1,Partial College,Skilled Manual,1,1,0-1 Miles,0rth America,45,1
13353,Single,Female,60000,4,Graduate Degree,Management,1,2,10+ Miles,0rth America,61,1
19399,Single,Male,40000,0,Bachelors,Professional,0,1,2-5 Miles,0rth America,45,0
16154,Married,Female,70000,5,Bachelors,Professional,1,2,2-5 Miles,0rth America,47,0
22219,Married,Female,60000,2,High School,Professional,1,2,5-10 Miles,0rth America,49,0
17269,Single,Male,60000,3,Bachelors,Professional,0,0,0-1 Miles,0rth America,47,1
23586,Married,Female,80000,0,Bachelors,Management,1,1,1-2 Miles,0rth America,34,1
15740,Married,Male,80000,5,Bachelors,Management,1,2,1-2 Miles,0rth America,64,0
27638,Single,Male,100000,1,Partial College,Professional,0,3,1-2 Miles,0rth America,44,0
18976,Single,Male,40000,4,High School,Professional,1,2,10+ Miles,0rth America,62,1
